,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
57764,spyro gyra,philly,1980,jazz,wanna know motherfucking house queen house roll get silly graffitti loft chill chilli rock young knock look cop spot watch talk drop lot conscious lyrically accomplish complicate interlectual content share company compton stop narrative native scene party bitch styrocup fuck iknow stuff eyegonot ironically inside psychohuhhm know smoke toke tonight get high like inluck toke crack open like coconut roll blunt intouch best friend enemy stuff fuck baby push sit weird truck gimme fuck speak weird weirdo like forreal gross reckon sub show egos machos muchos secundos unos know judo muchas gracias learn shit sesame know fuck recklessly crash tree kill stephany girl sleep shoot deputy fuck party stephany think credibly incredibly high right believe right zone high zone lose mist peep live like lebowski,125,0.016927639,0.04960289,0.058754715,0.03014788,0.000762777,0.000762777,0.000762777,0.056824244,0.571021807,0.000762777,0.114735407,0.000762777,0.000762777,0.060099981,0.000762777,0.000762777,0.660998592,0.60672256,0.165661813,0.761133603,0.917559769,0.683673804,obscene,0.571428571
57766,earl klugh,like a lover,1980,jazz,night like lovely tune beware foolish heart white constant moon care foolish heart line fascination hard name sensation lock magic kiss lips close beware foolish heart eager lips combine start time fascination dream fade fall apart time foolish heart,39,0.001879699,0.001879699,0.001879699,0.124296257,0.001879699,0.001879699,0.209367453,0.001879699,0.001879699,0.001879699,0.069201149,0.200404886,0.001879699,0.001879699,0.370414464,0.001879699,0.378316907,0.530677127,0.889558122,0.890688259,0.311624073,0.260237157,sadness,0.571428571
57768,yes,does it really happen,1980,jazz,happen explain season display look time time measure begin slip away like run water live pleasure live heritage daughter slaughter true happen prove wheel round reason step time time measure begin slip away like run water live pleasure live heritage daughter slaughter walk path assure draw graph scale black brave weight heat takeit time measure begin slip away like run water live pleasure live heritage daughter slaughter happen explain reason display look time,73,0.001074114,0.043793759,0.421344063,0.056834852,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.040936873,0.001074114,0.001074114,0.085212748,0.179507508,0.001074114,0.419473627,0.773658437,0.083232011,0.000360324,0.581615829,0.788782192,world/life,0.571428571
57769,"earth, wind & fire",you went away,1980,jazz,explain apart know time work sure change dream think tomorrow bring fade away reassure believe promise break question leave token dream build wouldn stay know best know cause go away believe want go away life shake night know truth mislead life memories know strength inside guide,46,0.001253133,0.001253133,0.348667052,0.035027917,0.001253133,0.001253133,0.001253133,0.326293009,0.001253133,0.001253133,0.001253133,0.001253133,0.026724026,0.001253133,0.245744135,0.001253133,0.236434528,0.643488962,0.659638212,1.72E-06,0.449711459,0.490474577,world/life,0.571428571
57770,patti austin,love me again,1980,jazz,wanna wanna care feel afraid cause know change end begin friend road walk steal home open heart walk open eye end begin friend,23,0.002192983,0.002192983,0.002192983,0.002192982,0.002192982,0.002192983,0.002192982,0.257567423,0.002192982,0.002192983,0.13233196,0.002192983,0.002192982,0.002192982,0.485072029,0.002192983,0.462796491,0.589877702,0.786144364,8.48E-05,0.146743611,0.322301157,sadness,0.571428571
57771,betty carter,let's fall in love,1980,jazz,mean hearts discover feel feel conceal know mental incidental sentimental alibi strong stall fall call fall shouldn fall hearts afraid close eye paradise little know mean hearts discover fall shouldn fall time young fall,34,0.002192982,0.002192983,0.002192983,0.002192983,0.002192982,0.044572145,0.002192983,0.158384518,0.002192982,0.002192983,0.002192982,0.002192983,0.052315256,0.002192982,0.711833344,0.002192983,0.505036283,0.56582827,0.496987447,0,0.319868096,0.097068897,sadness,0.571428571
57774,"earth, wind & fire",faces,1980,jazz,face listen sound different place span globe find trace true face listen sound different place span globe race forever speed fulfillment love face place race doweia,26,0.002923977,0.219094289,0.443313092,0.002923977,0.002923977,0.002923977,0.073867914,0.002923977,0.002923977,0.219865055,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.470377992,0.633925595,0.034637585,0.698380567,0.469291014,0.939938064,world/life,0.571428571
57775,michael franks,inside you,1980,jazz,remember kite hit grind smile turn upside go inside libretto note blue remember song inside lose guide gettin tempest start threaten hide inside feel curse lock reverse send flare anytime engine start run break heart remember past lose guide gettin tempest start threaten hide inside,45,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.093457183,0.179863109,0.001697793,0.001697793,0.001697793,0.001697793,0.69951502,0.001697793,0.601429655,0.322180345,0.655622144,0.446356275,0.374484749,0.158131866,sadness,0.571428571
57779,leon ware,got to be loved,1981,jazz,love love love love fool school mind hell think right leave ayin darkness come light love love love love road life stumble point finger judge brotherman love love love love change rearrange life live fittest fittest shall survive stay alive love love love love gonna miss water run matter treat satisfy love love love love love reggae reggae rockers rockers reggae reggae rockers rockers love come love love love love,70,0.00093985,0.086481509,0.186959942,0.042629974,0.00093985,0.00093985,0.531608588,0.047630762,0.00093985,0.00093985,0.00093985,0.025577182,0.020225588,0.00093985,0.00093985,0.00093985,0.551608361,0.647129708,0.303212152,2.10E-06,0.506389118,0.492476642,romantic,0.557142857
57781,slave,smokin',1981,jazz,fella heart gold ways gentleman tell kind wouldn harm flea certain character invent cigarette murder sonofagun degree smoke pretty sure harm health smoke life dead smoke slave pettin party poker game gotta stop cigarette smoke smoke cigarette smoke death tell golden gate hate gotta cigarette game night dame treat right cause kings queen keep come play hard high bluff work certain keep raise lay money raise raise sweat blood sink swim finally call raise say ace bout say tell minute right think cigarette smoke smoke cigarette smoke death tell golden gate hate gotta cigarette gotta cigarette smoke smoke cigarette smoke death tell golden gate hate gotta cigarette,107,0.000701754,0.170783089,0.000701754,0.000701754,0.000701754,0.000701754,0.000701754,0.15482507,0.390448905,0.000701754,0.126227427,0.055245552,0.000701754,0.000701754,0.016482961,0.000701754,0.587349724,0.584339666,0.059135602,0,0.41776587,0.71270374,obscene,0.557142857
57782,slave,funkentown,1981,jazz,hungrytime basic food group understand knowledge wisdom plus damn truth trap realm bald object survivin realistical lead dyin go rhymin sure coffin close cause cryin embalmin fluid kborn plan funkytown damn planet life savor rhyme write favor guess give lyric bull lyin strivin pull givin shut commercial suckers second late reckon hate quarrelin tomorrow like hell harlem sleep forever bless flip damn lever cause repentance sentence eternity flamin till scream stop burnin serve heart play path choose hazard path shall choosethe path surrender funkytown foundry boiwundah devastatin kborn freestyle manslaughter eternity miniaturize walkin canal play drum chill mission recondition climb cerebrum look like somethin missin gotta thatdev hand track scar note goshyou brainwash wack thank funkytown program black save label tip play table rim reincarnate ripple word lips letter edit read say forget brain shame behead laughin hat rhyme complicate scientists ionize believe originate decease sure remember dip gold label statue black liberty warrior leave life beat style microphone hiphop play smart,162,0.000701754,0.194647381,0.240394338,0.000701754,0.000701754,0.000701754,0.046564027,0.000701754,0.367033505,0.060802782,0.000701754,0.000701754,0.01771294,0.000701754,0.000701754,0.000701754,0.779053395,0.532446222,0.057729978,0.00034919,0.52493817,0.525510707,obscene,0.557142857
57786,sarah vaughan,all the things you are,1981,jazz,promise kiss springtime make lonely winter long breathless hush even tremble brink lovely song glow light dearest things know arm hold know moment divine things dearest things know arm hold know moment divine things,34,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.418478654,0.329427551,0.002024292,0.114673174,0.002024292,0.107056248,0.002024291,0.002024292,0.002024292,0.002024292,0.522365428,0.647873241,0.84236932,6.14E-06,0.587798846,0.333312512,romantic,0.557142857
57787,herbie hancock,tonight's the night,1981,jazz,lonely girl build inside hide waitin special someday meet understand need want fantasy away look tonight cause look look feel magic right come baby mood right come sugar tonight night come baby mood right come sugar believe tonight night lonely girl heart heart ache gonna break special friend need like right gonna night understand understand gonna time decide right baby close close feel tonight night come baby mood right come sugar tonight night come baby mood right come sugar tonight night tell edison want light remind mister ring phone tonight come baby mood right come sugar tonight night come baby mood right come sugar tonight night understand gonna time decide right baby close close feel tonight night tonight night come baby mood right come sugar tonight night come baby mood right come sugar tonight night,135,0.289693373,0.000424448,0.000424448,0.386142938,0.000424448,0.000424448,0.000424448,0.048085622,0.000424448,0.000424448,0.000424448,0.000424448,0.000424448,0.069166111,0.099936891,0.000424448,0.705404527,0.627515832,0.439758474,0,0.77844188,0.5004849,night/time,0.557142857
57788,joe bataan,he don't really love you,1981,jazz,power kings nature create things wisdom ways world begin kingdoms throne wonder world know wealth treasure earth measure crucify lay stone live reject like trample grind take fall think power kings nature create things wisdom ways world begin kingdoms throne wonder world know wealth treasure earth measure crucify lay stone live reject like trample grind take fall think crucify lay stone live reject like trample grind take fall think like trample grind take fall think,75,0.001096491,0.367314529,0.274511119,0.001096491,0.001096491,0.001096491,0.001096491,0.163342453,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.070820331,0.108660689,0.001096491,0.657749377,0.683152578,0.004898599,0.000422065,0.965993405,0.73472645,violence,0.557142857
57789,leon redbone,step it up and go,1981,jazz,like smoove teach know cause bitch need beat superbumpin dump arm lean sidetoside gonna right fuckin morningside dance like thunder dtown boogie move everybody tryna leave function ladies tryna screw niggas hate screw bitch stick think glue party shine bright start boomin beat bubblegum chew teach teach meteach bitch myall bitch bitch fuckin yung dudes know know teach step club bitch nigga dancin know hear crowd screamin like shoulder real like flow nigga stop like like nigga kinda tire pass mbone cat south dance learn fast bring hood crew cash teach teach meteach bitch myall bitch bitch fuckin party like boogie tryin bend meet redbone bitch hatin escape bitch head home friend legs long like hubby think change subject cause fuck blow tree money smoove heff playboy bunnies gonna middle ask head bitch look funny bitch tell nothin beat take oven everybody clubbin hate skinny jeans cause burner rubbin,149,0.000501253,0.000501253,0.035565223,0.000501253,0.000501253,0.000501253,0.000501253,0.064518471,0.756608996,0.020842209,0.000501253,0.093983778,0.000501253,0.000501253,0.000501253,0.000501253,0.723816744,0.441658334,0.741967612,0.06305668,0.933017312,0.236212382,obscene,0.557142857
